badge_number,full_name,title,unit,unit_description,first_name,middle_name,last_name
8314,"Lindelef, Garth E",Police Officer,B181C  ,Crg - Squad 81C,Garth,E,Lindelef
7560,"Lindner, David A.",Police Officer,B231T  ,South Pct 1St W - R/S Relief,David,A,Lindner
5192,"Liston, Timothy M",Police Officer,A810X  ,Hr - Department Unavailable Person~,Timothy,M,Liston
6289,"Litalien, Elizabeth M.",Police Officer Detective,B781I  ,Icac - Internet Crimes Against Chi~,Elizabeth,M,Litalien
6265,"Litsjo, Stacy L",Police Officer Detective,B721D  ,Dv Squad D - Order Service,Stacy,L,Litsjo
8424,"Littles, John C",Police Officer,A810X  ,Hr - Department Unavailable Person~,John,C,Littles
8744,"Loberg, Joshua C",Police Officer Probation,B243E  ,East Pct 3Rd W - Edward,Joshua,C,Loberg
6425,"Lock, Lynette K",Paralegal,B732Y  ,Narc - General Investigations Unit~,Lynette,K,Lock
7123,"Lockhart, Dana Erin",Manager I,B721V  ,Dv - Vst (Victim Support Team),Dana,Erin,Lockhart
7193,"Lockwood, Michael A","Police Comm, Dispatcher Ii",C314I  ,Comm - 2Nd W (C) - Cb,Michael,A,Lockwood
7213,"Loete, Kasey L",Admin Staff Assistant,B630Y  ,Traffic Section - Administration,Kasey,L,Loete
8173,"Logan, Allicia","Police Data Technician, Sr",C521B  ,Data Center - Swing Shift,Allicia,,Logan
T145,"Lombard, Jason T",Strategic Advisor I,A100Y  ,Opa - Administration,Jason,T,Lombard
8789,"Lombardo, Jared J",Police Student Officer,C125F  ,Training - Field Training Squad,Jared,J,Lombardo
8765,"Lombardo, Travis J",Police Student Officer,C125F  ,Training - Field Training Squad,Travis,J,Lombardo
8129,"Lomboy, Gretchel B",Video Specialist Ii,B761V  ,Video Unit,Gretchel,B,Lomboy
6641,"Long, Darren J",Police Officer,B625B  ,Harbor - Squad B,Darren,J,Long
6123,"Long, Ryan M",Police Sergeant,B632T  ,Traf - Collision Investigation,Ryan,M,Long
6257,"Longley, Larry L_Jr",Police Sergeant,B182D  ,Crg - Squad 82D,Larry,L_Jr,Longley
8821,"Loo, Steven S",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Steven,S,Loo
8343,"Lopez, Eduardo F",Police Officer,B182B  ,Crg - Squad 82B,Eduardo,F,Lopez
6488,"Lord, Tawnya A",Parking Enfor Officer,B637G  ,Parking Enforcement - P7 Squad,Tawnya,A,Lord
7420,"Losleben, Adam N",Police Officer,B621C  ,Swat - Night Squad 1,Adam,N,Losleben
7766,"Loux, Kent Andrew",Police Officer,B112A  ,West Pct 2Nd W - David Beats,Kent,Andrew,Loux
7408,"Lovanhill, Lauren K",Police Officer,B243G  ,East Pct 3Rd W - George,Lauren,K,Lovanhill
7822,"Lowe, Tanya D",Parking Enfor Officer,B637L  ,Parking Enforcement - P12 Squad,Tanya,D,Lowe
8640,"Luc, Yves R",Police Officer,B253T  ,Southwest Pct 3Rd W - F/W Relief,Yves,R,Luc
7600,"Lucas, Aaron M.",Police Officer,A311B  ,Community Outreach - Youth Violenc~,Aaron,M,Lucas
8776,"Lucas, Alan K",Police Student Officer,C125F  ,Training - Field Training Squad,Alan,K,Lucas
5593,"Lucas, Jonathan C",Police Lieutenant,A810   ,Hr - Employment Services Unit,Jonathan,C,Lucas
7522,"Luckie, Scott T",Police Officer,B181A  ,Crg - Squad 81A,Scott,T,Luckie
4589,"Luckie, Timothy M",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Timothy,M,Luckie
6514,"Lund, Erika J",Strategic Advisor Ii,A210A  ,Emergency Management - Coordinator~,Erika,J,Lund
5847,"Lundin, Brian J",Police Officer,B712F  ,Fugitive/Felony Warrants,Brian,J,Lundin
8813,"Lupastean, Jonathan",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Jonathan,,Lupastean
4086,"Ma, Ernest Y",Admin Specialist Ii,C511A  ,Records - Day Shift,Ernest,Y,Ma
8214,"Macinnes, Clayton R",Evidence Warehouser,B762A  ,Evidence Warehouse - Squad A,Clayton,R,Macinnes
8073,"Mack, Jordan L",Strategic Advisor Ii,C010B  ,Budget And Finance Analysts,Jordan,L,Mack
8244,"Mack, Mia S",Community Service Officer,A311J  ,Community Service Office - Squad A,Mia,S,Mack
8366,"Macniak, Joseph C",Police Officer,B231O  ,South Pct 1St W - Ocean,Joseph,C,Macniak
5762,"Madison, Peter L",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Peter,L,Madison
7761,"Maehler, Jamison A",Police Officer,B182A  ,Crg - Squad 82A,Jamison,A,Maehler
5094,"Magan, Michael P",Police Officer Detective,B712R  ,Robbery Squad A,Michael,P,Magan
8822,"Magnuson, Katherine M",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Katherine,M,Magnuson
8128,"Magnusson, Lacey",Parking Enfor Officer,B637M  ,Parking Enforcement - P13 Squad,Lacey,,Magnusson
5831,"Mahaffey, Thomas O",Assistant Chief Of Police,B100   ,Patrol Operations  Bureau,Thomas,O,Mahaffey
5992,"Mahar, Joseph P",Police Officer Detective,C111A  ,Apr - Audit Detail,Joseph,P,Mahar
6296,"Mahoney, Rob",Police Officer,B122L  ,North Pct 2Nd W - Lincoln,Rob,,Mahoney
6168,"Maier, Mae Wun",Communications Dispatcher Supervisor,C314R  ,Comm - 3Rd W (F) - Cc,Mae,Wun,Maier
6906,"Maks, Paige L",Police Sergeant,B121U  ,North Pct 1St W - Union,Paige,L,Maks
8256,"Malanca, Lara",Admin Staff Analyst,A611A  ,Legal - Support Team,Lara,,Malanca
8780,"Maldonado, Alex S",Police Student Officer,C125F  ,Training - Field Training Squad,Alex,S,Maldonado
8269,"Maldonado, Brianna",Police Comm Dispatcher I,C314Q  ,Comm - 3Rd W (E) - Cc,Brianna,,Maldonado
8736,"Malenchenko, Aleksandr",Police Student Officer,C125F  ,Training - Field Training Squad,Aleksandr,,Malenchenko
8292,"Malone, Yasi T",Police Comm Dispatcher I,C313A  ,Comm - Training Detail,Yasi,T,Malone
5413,"Mangialardi, Frank M",Parking Enfor Officer,A810X  ,Hr - Department Unavailable Person~,Frank,M,Mangialardi
5666,"Manning, James A",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,James,A,Manning
5871,"Mar, Bruce T",Parking Enfor Officer,B637C  ,Parking Enforcement - P3 Squad,Bruce,T,Mar
8490,"Marchione, Jason S",Police Officer,B232O  ,South Pct 2Nd W - Ocean,Jason,S,Marchione
7920,"Marchione, Jessica A",Police Communications Analyst,C314H  ,Comm - 2Nd W (B) - Ca,Jessica,A,Marchione
7693,"Margolina, Aleksandra I",Police Officer,B182E  ,Crg - Squad 82E,Aleksandra,I,Margolina
7176,"Marino, Cory M",Parking Enfor Officer,B637D  ,Parking Enforcement - P4 Squad,Cory,M,Marino
6963,"Marion, John T",Police Sergeant,B113Q  ,West Pct 3Rd W - Queen,John,T,Marion
6179,"Marks, A. J.",Police Officer,B123L  ,North Pct 3Rd W - Lincoln,A.,J,Marks
6621,"Marks, Stephanie A",Police Officer,B233T  ,South Pct 3Rd W - R/S Relief,Stephanie,A,Marks
8711,"Marlar, Blake E",Police Officer Probation,B243G  ,East Pct 3Rd W - George,Blake,E,Marlar
7377,"Marocco-Spearman, Megan M","Police Comm, Dispatcher Ii",C314I  ,Comm - 2Nd W (C) - Cb,Megan,M,Marocco-Spearman
7685,"Marshall, Aaron E",Police Officer,B182E  ,Crg - Squad 82E,Aaron,E,Marshall
4579,"Martin, Ann",Acting Police Lieutenant,B232   ,South Pct 2Nd W,Ann,,Martin
5730,"Martin, Jeff D",Police Officer,B625B  ,Harbor - Squad B,Jeff,D,Martin
6907,"Martinell, Shawn C",Police Officer Detective,B722A  ,Sau Squad A,Shawn,C,Martinell
8804,"Martinez, Adrian",Police Officer Probation,B232R  ,South Pct 2Nd W - Robert,Adrian,,Martinez
7006,"Martinez, Cindy",Admin Specialist I,A310Y  ,Collaborative Policing Section - A~,Cindy,,Martinez
6773,"Martinez, Rafael",Police Officer,B621D  ,Swat - Night Squad 2,Rafael,,Martinez
7538,"Marvel, Andrew R.",Police Officer,C121R  ,Training - Firearms Squad A,Andrew,R,Marvel
6569,"Mash, Elizabeth J",Admin Staff Assistant,A611B  ,Legal - Public Disclosure Team,Elizabeth,J,Mash
8518,"Masters, Paul N",Police Officer,B122J  ,North Pct 2Nd W - John,Paul,N,Masters
8030,"Matt, Alexandra H",Latent Print Examiner,B763F  ,Latent Prints - Squad C,Alexandra,H,Matt
5549,"Matthew, David J","Evidence Warehouser, Chief",B762A  ,Evidence Warehouse - Squad A,David,J,Matthew
7852,"Matthews, Amber K",Equipment & Facilities Coordinator,C502A  ,Quartermaster Squad,Amber,K,Matthews
8069,"Matthews, Hayden A",Police Comm Dispatcher I,C314C  ,Comm - 1St W (C) - Cb,Hayden,A,Matthews
8386,"Matthews, Jonathan A",Police Officer,B253F  ,Southwest Pct 3Rd W - Frank,Jonathan,A,Matthews
8137,"Matthews, Richard L",Equipment & Facilities Coordinator,B249S  ,East Pct Ops - Stationmaster,Richard,L,Matthews
8305,"Mattson, Garick G",Police Officer,B113D  ,West Pct 3Rd W - David,Garick,G,Mattson
7773,"Matusky, Marcus A",Police Officer,B123B  ,North Pct 3Rd W - Boy,Marcus,A,Matusky
6339,"Maxwell, Randy L",Police Officer,B511S  ,Hls - Special Event Planning/Spoc ~,Randy,L,Maxwell
8290,"Mayer, Curry",Executive,A200   ,Emergency Management Section,Curry,,Mayer
8436,"Mayer, Grant A",Police Officer,A810X  ,Hr - Department Unavailable Person~,Grant,A,Mayer
5919,"Mazziotti, Ronald K",Police Sergeant,B232S  ,South Pct 2Nd W - Sam,Ronald,K,Mazziotti
6403,"Mcauliffe, Richard A",Police Officer,B122L  ,North Pct 2Nd W - Lincoln,Richard,A,Mcauliffe
5474,"Mccammon, Pamela K",Police Officer Detective,B721A  ,Dv Squad A - Investigations,Pamela,K,Mccammon
6319,"Mccann, Wayne D","Parking Enfor Officer, Spvsr",B637I  ,Parking Enforcement - P9 Squad,Wayne,D,Mccann
7394,"Mcclain, Sabrina M.",Communications Dispatcher Supervisor,C313A  ,Comm - Training Detail,Sabrina,M,Mcclain
5701,"Mccool, Lisa Marie",Admin Specialist I,B181Y  ,Crg - Administration,Lisa,Marie,Mccool
7607,"Mccowan, William D",Police Officer,B123T  ,North Pct 3Rd W - L/U Relief,William,D,Mccowan
4708,"Mcdonagh, Paul A",Police Captain,B710   ,Violent Crimes Section,Paul,A,Mcdonagh
6622,"Mcdonald, Michael T",Police Officer,A810X  ,Hr - Department Unavailable Person~,Michael,T,Mcdonald
6468,"Mcdonald, Terrence J",Strategic Advisor Ii,A210A  ,Emergency Management - Coordinator~,Terrence,J,Mcdonald
6908,"Mcdougald, Brandon S",Police Officer,A810X  ,Hr - Department Unavailable Person~,Brandon,S,Mcdougald
5521,"Mcfarlane, Janet Susan",Executive Assistant,B500Y  ,Metropolitan Safety Services Burea~,Janet,Susan,Mcfarlane
5386,"Mcglashan, Scott W",Police Officer,A810X  ,Hr - Department Unavailable Person~,Scott,W,Mcglashan
7893,"Mcgraw, Christina M","Police Comm, Dispatcher Iii",C313A  ,Comm - Training Detail,Christina,M,Mcgraw
7226,"Mciver-Somonski, Lisa D","Parking Enfor Officer, Spvsr",B637L  ,Parking Enforcement - P12 Squad,Lisa,D,Mciver-Somonski
8233,"Mckechnie, Rebecca",Strategic Advisor Ii,A800E  ,Hr - Eeo,Rebecca,,Mckechnie
7290,"Mckee, Carolyn Louise",Parking Enfor Officer,B637H  ,Parking Enforcement - P8 Squad,Carolyn,Louise,Mckee
7720,"Mckee, Vaughn P",Police Officer,B182D  ,Crg - Squad 82D,Vaughn,P,Mckee
7820,"Mckenna, Patrick S",Accounting Technician Ii,C501A  ,Fiscal - Squad A,Patrick,S,Mckenna
8823,"Mckenzie, Oriane O",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Oriane,O,Mckenzie
6106,"Mckenzie, William J",Police Sergeant,B231T  ,South Pct 1St W - R/S Relief,William,J,Mckenzie
7204,"Mckinney, Jennifer K","Parking Enfor Officer, Spvsr",B637K  ,Parking Enforcement - P11 Squad,Jennifer,K,Mckinney
7584,"Mckinney, Stephanie L",Police Officer,A312S  ,Executive Protection Detail,Stephanie,L,Mckinney
8070,"Mclane, Mikaila N","Police Comm, Dispatcher Ii",C314A  ,Comm - 1St W (A) - Ca,Mikaila,N,Mclane
6362,"Mclaughlin, Chad L",Police Officer,A810X  ,Hr - Department Unavailable Person~,Chad,L,Mclaughlin
6259,"Mclaughlin, Thomas P",Police Sergeant,B123B  ,North Pct 3Rd W - Boy,Thomas,P,Mclaughlin
7266,"Mcmahon, Christopher Robe",Police Officer,B111K  ,West Pct 1St W - K/Q (Early),Christopher,Robe,Mcmahon
8351,"Mcmullen, Joshua R",Police Officer,B182A  ,Crg - Squad 82A,Joshua,R,Mcmullen
8286,"Mcmullin, Christopher L",Police Comm Dispatcher I,C314L  ,Comm - 2Nd W (F) - Cc,Christopher,L,Mcmullin
6434,"Mcmurray, Jamie R",Communications Dispatcher Supervisor,C314K  ,Comm - 2Nd W (E) - Cc,Jamie,R,Mcmurray
7451,"Mcnew, Steven A",Acting Police Officer Detective,B712R  ,Robbery Squad A,Steven,A,Mcnew
6314,"Mcrae, Craig J",Police Officer,B632D  ,Traf - Motorcycle - T4 Squad,Craig,J,Mcrae
7434,"Mcrae, Michelle A",Police Officer,B231R  ,South Pct 1St W - Robert,Michelle,A,Mcrae
6513,"Mcrae, Michelle L",Admin Staff Assistant,B720Y  ,Special Victim Crimes Section - Ad~,Michelle,L,Mcrae
8557,"Medley, Ruth L",Police Officer,B242G  ,East Pct 2Nd W - George,Ruth,L,Medley
7658,"Medlock, Edward Iii",Acting Police Sergeant,B123J  ,North Pct 3Rd W - John,Edward,Iii,Medlock
8783,"Melano, Ashley M",Police Student Officer,C125F  ,Training - Field Training Squad,Ashley,M,Melano
8684,"Meldrum, Tyler A",Police Officer,B181C  ,Crg - Squad 81C,Tyler,A,Meldrum
6475,"Mensoff, Elsie J",Admin Specialist Ii,B119Y  ,West Pct Ops - Administration,Elsie,J,Mensoff
8672,"Mercado, Vanessa M",Police Officer,B123L  ,North Pct 3Rd W - Lincoln,Vanessa,M,Mercado
7777,"Merritt, Matthew C",Police Officer,B253F  ,Southwest Pct 3Rd W - Frank,Matthew,C,Merritt
8357,"Merritt, Stephanie J",Acting Police Officer Detective,C171A  ,Force Investigations Squad,Stephanie,J,Merritt
7964,"Merry, Douglas C",Parking Enfor Officer,B637L  ,Parking Enforcement - P12 Squad,Douglas,C,Merry
8429,"Metcalf, Jason P",Police Officer,B122J  ,North Pct 2Nd W - John,Jason,P,Metcalf
8035,"Metzke, Nicole L","Police Comm, Dispatcher Iii",C314I  ,Comm - 2Nd W (C) - Cb,Nicole,L,Metzke
7326,"Meyer, Daniel X",Parking Enfor Officer,B637G  ,Parking Enforcement - P7 Squad,Daniel,X,Meyer
5127,"Meyer, Lawrence A",Police Officer Detective,B713S  ,Inv Supp - Special Investigations ~,Lawrence,A,Meyer
8586,"Meyer, Timothy C",Police Officer,B233S  ,South Pct 3Rd W - Sam,Timothy,C,Meyer
8062,"Meyer-Amor, Lorri",Accounting Technician Ii,C501A  ,Fiscal - Squad A,Lorri,,Meyer-Amor
7457,"Michaud, Patrick M",Police Officer Detective,A311O  ,Public Affairs,Patrick,M,Michaud
7192,"Michelle, Sarah","Police Comm, Dispatcher Ii",C314L  ,Comm - 2Nd W (F) - Cc,Sarah,,Michelle
4494,"Michl, Eric",Police Officer,B123J  ,North Pct 3Rd W - John,Eric,,Michl
8538,"Milburn, Matthew M",Police Officer,C312R  ,Comm - Internet And Telephone Repo~,Matthew,M,Milburn
5077,"Miles, Brian G",Police Sergeant,B623C  ,Canine - Squad C,Brian,G,Miles
5110,"Miles, Felton Joseph_Iii",Police Officer,A810X  ,Hr - Department Unavailable Person~,Felton,Joseph_Iii,Miles
7544,"Miller, Charles E",Police Officer,B233T  ,South Pct 3Rd W - R/S Relief,Charles,E,Miller
4801,"Miller, J Daniel",Police Sergeant Detective,B626B  ,Arson/Bomb - Squad B,J,Daniel,Miller
5878,"Miller, Matthew E","Parking Enfor Officer, Spvsr",B637M  ,Parking Enforcement - P13 Squad,Matthew,E,Miller
7076,"Miller, Michael P",Parking Enfor Officer,B637K  ,Parking Enforcement - P11 Squad,Michael,P,Miller
5928,"Miller, Rene G",Police Officer,B111T  ,West Pct 1St W - Kq/Dm Relief,Rene,G,Miller
7496,"Miller, Scott M",Police Officer Detective,B712F  ,Fugitive/Felony Warrants,Scott,M,Miller
7030,"Miller, Shawnee Glenn","Evidence Warehouser, Sr",B762B  ,Evidence Warehouse - Squad B,Shawnee,Glenn,Miller
7502,"Miller, William A",Police Officer Detective,B731B  ,Narc - Proactive Squad B,William,A,Miller
8002,"Millikan, Angela",Identification Data Specialist,B763A  ,Afis Administration,Angela,,Millikan
8430,"Mills, Bryan D",Police Officer,B182D  ,Crg - Squad 82D,Bryan,D,Mills
6023,"Milstead, Bret A",Police Officer,B122P  ,North Pct 2Nd W - Pct Support,Bret,A,Milstead
8723,"Minichiello, Simone",Police Officer Probation,B113K  ,West Pct 3Rd W - King,Simone,,Minichiello
7835,"Mobley, Christopher E","Photographer, Sr",B761P  ,Photo Lab,Christopher,E,Mobley
4281,"Mochizuki, Ronald T",Police Captain,C310   ,Communications Section,Ronald,T,Mochizuki
5901,"Moffat-Marti, Regan K",Executive Assistant,B700Y  ,Investigations Bureau - Administra~,Regan,K,Moffat-Marti
8155,"Mohamud, Fadumo A",Accounting Technician Ii,C501A  ,Fiscal - Squad A,Fadumo,A,Mohamud
8807,"Monize, Robert R",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Robert,R,Monize
6157,"Monner, K.",Police Officer,B232O  ,South Pct 2Nd W - Ocean,K.,,Monner
8437,"Monreal, Esteban E",Police Officer,B242T  ,East Pct 2Nd W - E/G Relief,Esteban,E,Monreal
6632,"Monroe, Susanna",Police Sergeant Detective,B722A  ,Sau Squad A,Susanna,,Monroe
5443,"Monroe, Thoms R",Police Officer,B625D  ,Harbor - Squad D,Thoms,R,Monroe
7084,"Montague, Robert E",Communications Dispatcher Supervisor,C314Q  ,Comm - 3Rd W (E) - Cc,Robert,E,Montague
6382,"Montaron, Gilles V",Police Officer,B121N  ,North Pct 1St W - Nora (John),Gilles,V,Montaron
8582,"Montgomery, Jeremy T",Police Officer,B253W  ,Southwest Pct 3Rd W - William,Jeremy,T,Montgomery
4161,"Monzon, Philip R",Police Sergeant,B111K  ,West Pct 1St W - K/Q (Early),Philip,R,Monzon
5798,"Moon, Jan P",Police Officer,B113V  ,West Pct 3Rd W - D/M Relief,Jan,P,Moon
5826,"Mooney, Thomas M",Police Officer Detective,B711C  ,Homicide Squad C,Thomas,M,Mooney
5994,"Moore, Brent J",Police Officer,B253F  ,Southwest Pct 3Rd W - Frank,Brent,J,Moore
7539,"Moore, David A.",Police Officer,B241E  ,East Pct 1St W - Edward (Charlie),David,A,Moore
8760,"Moore, Dezmond C",Police Officer,B233O  ,South Pct 3Rd W - Ocean,Dezmond,C,Moore
7090,"Moore, Marie E",Police Officer,B181C  ,Crg - Squad 81C,Marie,E,Moore
5708,"Moore, Mike",Police Officer Detective,A810B  ,Hr - Background Investigations,Mike,,Moore
7808,"Moore, Patrick J.",Acting Police Sergeant,B113K  ,West Pct 3Rd W - King,Patrick,J,Moore
5995,"Moore, Sean N",Police Sergeant,B181B  ,Crg - Squad 81B,Sean,N,Moore
7108,"Morales-Luna, Kelly M",Parking Enfor Officer,B637F  ,Parking Enforcement - P6 Squad,Kelly,M,Morales-Luna
8392,"Morasco, Anthony R",Police Officer,B181B  ,Crg - Squad 81B,Anthony,R,Morasco
8438,"Morasco, Gwendolin H",Police Officer,A810X  ,Hr - Department Unavailable Person~,Gwendolin,H,Morasco
8547,"Morehouse, Nathan S",Police Officer,B123T  ,North Pct 3Rd W - L/U Relief,Nathan,S,Morehouse
8336,"Moreno, Gerardo",Police Officer,B242E  ,East Pct 2Nd W - Edward,Gerardo,,Moreno
8673,"Moreno, Samantha H",Police Officer,B231O  ,South Pct 1St W - Ocean,Samantha,H,Moreno
6165,"Morgan, James M",Police Officer,C121A  ,Training - Advanced - Squad A,James,M,Morgan
6643,"Morrison, Ben E",Police Sergeant Detective,A810X  ,Hr - Department Unavailable Person~,Ben,E,Morrison
6407,"Morrison, Philip N",Police Officer,C111S  ,Apr - Security Detail,Philip,N,Morrison
7337,"Morrow, Nathan R",Parking Enfor Officer,B637I  ,Parking Enforcement - P9 Squad,Nathan,R,Morrow
8753,"Morton, Clark A",Police Student Officer,C125F  ,Training - Field Training Squad,Clark,A,Morton
6026,"Moss, Scott",Acting Police Captain,B720   ,Special Victim Crimes Section,Scott,,Moss
5023,"Mount, Mark A",Police Lieutenant,A810X  ,Hr - Department Unavailable Person~,Mark,A,Mount
5244,"Mudd, Jeffery D",Police Officer Detective,B711C  ,Homicide Squad C,Jeffery,D,Mudd
6341,"Mulder, Shandra L",Parking Enfor Officer,A810X  ,Hr - Department Unavailable Person~,Shandra,L,Mulder
5465,"Mullens, Mark M",Police Officer,A810X  ,Hr - Department Unavailable Person~,Mark,M,Mullens
7421,"Mulloy, Sarah E",Acting Police Officer Detective,B713T  ,Inv Supp - Technical Assistance Sq~,Sarah,E,Mulloy
7841,"Munar, Lea W",Accounting Technician Iii,A820A  ,Hr - Payroll,Lea,W,Munar
8439,"Munoz, Eric L",Police Officer,B232S  ,South Pct 2Nd W - Sam,Eric,L,Munoz
8381,"Muoio, Brian C",Police Officer,B182E  ,Crg - Squad 82E,Brian,C,Muoio
8462,"Murphy, Oliver F",Police Officer,A810X  ,Hr - Department Unavailable Person~,Oliver,F,Murphy
7128,"Murray, George Wakefield","Parking Enfor Officer, Spvsr",B637G  ,Parking Enforcement - P7 Squad,George,Wakefield,Murray
6570,"Murray, Tina Marie",Admin Support Supervisor,C522   ,Criminal History Unit,Tina,Marie,Murray
7442,"Musseau, Johnathan Z",Police Officer,B621C  ,Swat - Night Squad 1,Johnathan,Z,Musseau
8075,"Myerberg, Andrew T","Director, Civilian",A100   ,Opa - Office Of Police Accountabil~,Andrew,T,Myerberg
7601,"Myers, Christopher J.",Police Officer Detective,B713F  ,Inv Supp - Fusion Center Assignmen~,Christopher,J,Myers
5452,"Myers, Christopher S",Police Officer,B625A  ,Harbor - Squad A,Christopher,S,Myers
6792,"Nadell, Steve",Police Officer,C121R  ,Training - Firearms Squad A,Steve,,Nadell
8196,"Nail, Alexander H",Police Comm Dispatcher I,C314D  ,Comm - 1St W (D) - Cb,Alexander,H,Nail
5151,"Nark, Joel A",Police Officer,A810X  ,Hr - Department Unavailable Person~,Joel,A,Nark
8504,"Nash, Gregory W",Police Officer,B111T  ,West Pct 1St W - Kq/Dm Relief,Gregory,W,Nash
7307,"Neafcy, Kenneth D",Strategic Advisor Ii,A210A  ,Emergency Management - Coordinator~,Kenneth,D,Neafcy
8393,"Neblett, Cruz M",Police Officer,A810X  ,Hr - Department Unavailable Person~,Cruz,M,Neblett
5819,"Nelsen-Allen, Lori A",Admin Specialist I,B721Y  ,Dv - Domestic Violence Unit - Admi~,Lori,A,Nelsen-Allen
6883,"Nelson, Daniel L",Police Lieutenant,B511   ,Hls - Operational Support Unit,Daniel,L,Nelson
7981,"Nelson, David J","Police Comm, Dispatcher Ii",C314Q  ,Comm - 3Rd W (E) - Cc,David,J,Nelson
8596,"Nelson, Dylan N",Police Officer,B243T  ,East Pct 3Rd W - E/G Relief,Dylan,N,Nelson
4932,"Nelson, Gary M",Police Sergeant Detective,A810X  ,Hr - Department Unavailable Person~,Gary,M,Nelson
7561,"Nelson, Jacob T.",Police Officer,B623A  ,Canine - Squad A,Jacob,T,Nelson
6778,"Nelson, Kevin Kenyatta",Police Sergeant,A311M  ,Mounted Patrol Squad,Kevin,Kenyatta,Nelson
7195,"Nelson, Laurel L",Manager Iii,A210   ,Emergency Management - Deputy Dire~,Laurel,L,Nelson
6364,"Nelson, Richard E",Police Officer,A810X  ,Hr - Department Unavailable Person~,Richard,E,Nelson
7358,"Nelson, Todd M",Police Officer,C125F  ,Training - Field Training Squad,Todd,M,Nelson
6342,"Ness, Brehon J",Police Officer,B621A  ,Swat - Day Squad 1,Brehon,J,Ness
5956,"Ness, Matthew G",Police Officer,B621A  ,Swat - Day Squad 1,Matthew,G,Ness
7489,"Nesteruk, Liliya Andreyev",Police Officer,B232O  ,South Pct 2Nd W - Ocean,Liliya,Andreyev,Nesteruk
8265,"Neuhaus, Zachary",Police Comm Dispatcher I,C314Q  ,Comm - 3Rd W (E) - Cc,Zachary,,Neuhaus
7798,"Newburn, Tori P",Police Officer,A312N  ,Navigation Team - Squad A,Tori,P,Newburn
7556,"Newsome, Matthew T",Police Sergeant,B242E  ,East Pct 2Nd W - Edward,Matthew,T,Newsome
8674,"Ng, James R",Police Officer,B111K  ,West Pct 1St W - K/Q (Early),James,R,Ng
7151,"Ng, Shari W",Parking Enfor Officer,B637H  ,Parking Enforcement - P8 Squad,Shari,W,Ng
8239,"Ngoun, Cindy",Community Service Officer,A311K  ,Community Service Office - Squad B,Cindy,,Ngoun
8601,"Nguyen, Mia K",Police Officer,B243T  ,East Pct 3Rd W - E/G Relief,Mia,K,Nguyen
7579,"Nguyen, Nam Q",Police Officer,B233R  ,South Pct 3Rd W - Robert,Nam,Q,Nguyen
7734,"Nguyen, Thuc D.",Acting Police Sergeant,B122T  ,North Pct 2Nd W - L/U Relief,Thuc,D,Nguyen
5999,"Nguyen, Trung H",Police Lieutenant,B121   ,North Pct 1St W,Trung,H,Nguyen
6196,"Nichols, Christine M",Acting Police Officer Detective,B781I  ,Icac - Internet Crimes Against Chi~,Christine,M,Nichols
8660,"Nichols, Kyle A",Police Officer,B231R  ,South Pct 1St W - Robert,Kyle,A,Nichols
7668,"Nichols, Michael J",Police Officer,A312O  ,Navigation Team - Squad B,Michael,J,Nichols
8466,"Nichols, Ryoma J",Police Officer,A810X  ,Hr - Department Unavailable Person~,Ryoma,J,Nichols
4981,"Nicholson, Deborah A",Police Sergeant Detective,A810X  ,Hr - Department Unavailable Person~,Deborah,A,Nicholson
6952,"Nicholson, Erin K",Police Sergeant Detective,B752B  ,Auto Theft,Erin,K,Nicholson
7303,"Nolan, Nina M",Parking Enfor Officer,B637I  ,Parking Enforcement - P9 Squad,Nina,M,Nolan
6158,"Nollette, Deanna M",Assistant Chief Of Police,B700   ,Investigations Bureau,Deanna,M,Nollette
7741,"Norris, Richard A.",Police Officer,A810X  ,Hr - Department Unavailable Person~,Richard,A,Norris
8700,"North, Kortney C",Police Officer,B112D  ,West Pct 2Nd W - David,Kortney,C,North
5295,"Norton, Andrew R",Police Sergeant,B253W  ,Southwest Pct 3Rd W - William,Andrew,R,Norton
6917,"Norton, Derek B",Police Officer,B121L  ,North Pct 1St W - Lincoln,Derek,B,Norton
7436,"Norton, James W_Jr",Police Officer,A313A  ,Crisis Response Squad,James,W_Jr,Norton
6024,"Norton, Rolf C.",Police Officer Detective,B711G  ,Homicide - Cold Case Squad,Rolf,C,Norton
6135,"Novak, John A",Police Officer,B625A  ,Harbor - Squad A,John,A,Novak
8656,"Novak, Pierce L",Police Officer,A810X  ,Hr - Department Unavailable Person~,Pierce,L,Novak
8754,"Nutter, Andrew R",Police Recruit,A810X  ,Hr - Department Unavailable Person~,Andrew,R,Nutter
7965,"Obrien, Christopher S",Parking Enfor Officer,B637I  ,Parking Enforcement - P9 Squad,Christopher,S,Obrien
6225,"Ocker, Philip A",Police Officer,B251W  ,Southwest Pct 1St W - William,Philip,A,Ocker
